Index   V(VIN_COMMON)         V(VQ)            V(VQB)      
958      4.10000000e-01    9.58632606e-02    9.90202729e-06
959      4.12000000e-01    9.48143206e-02    9.19014064e-06
960      4.14000000e-01    9.37930691e-02    8.53537410e-06
961      4.16000000e-01    9.27995156e-02    7.93294930e-06
962      4.18000000e-01    9.18335535e-02    7.37850179e-06
963      4.20000000e-01    9.08949704e-02    6.86804413e-06
964      4.22000000e-01    8.99834599e-02    6.39793241e-06
965      4.24000000e-01    8.90986339e-02    5.96483578e-06
966      4.26000000e-01    8.82400345e-02    5.56570874e-06
967      4.28000000e-01    8.74071456e-02    5.19776601e-06
968      4.30000000e-01    8.65994045e-02    4.85845958e-06
969      4.32000000e-01    8.58162115e-02    4.54545786e-06
970      4.34000000e-01    8.50569391e-02    4.25662676e-06
971      4.36000000e-01    8.43209406e-02    3.99001244e-06
972      4.38000000e-01    8.36075567e-02    3.74382554e-06
973      4.40000000e-01    8.29161219e-02    3.51642693e-06
974      4.42000000e-01    8.22459691e-02    3.30631467e-06
975      4.44000000e-01    8.15964348e-02    3.11211216e-06
976      4.46000000e-01    8.09668618e-02    2.93255729e-06
977      4.48000000e-01    8.03566025e-02    2.76649263e-06
978      4.50000000e-01    7.97650210e-02    2.61285643e-06
979      4.52000000e-01    7.91914950e-02    2.47067444e-06
980      4.54000000e-01    7.86354173e-02    2.33905243e-06
981      4.56000000e-01    7.80961964e-02    2.21716939e-06
982      4.58000000e-01    7.75732575e-02    2.10427133e-06
983      4.60000000e-01    7.70660429e-02    1.99966560e-06
984      4.62000000e-01    7.65740121e-02    1.90271567e-06
985      4.64000000e-01    7.60966420e-02    1.81283650e-06
986      4.66000000e-01    7.56334270e-02    1.72949012e-06
987      4.68000000e-01    7.51838785e-02    1.65218177e-06
988      4.70000000e-01    7.47475248e-02    1.58045626e-06
989      4.72000000e-01    7.43239107e-02    1.51389466e-06
990      4.74000000e-01    7.39125974e-02    1.45211134e-06
991      4.76000000e-01    7.35131618e-02    1.39475120e-06
992      4.78000000e-01    7.31251960e-02    1.34148712e-06
993      4.80000000e-01    7.27483074e-02    1.29201771e-06
994      4.82000000e-01    7.23821173e-02    1.24606518e-06
995      4.84000000e-01    7.20262614e-02    1.20337341e-06
996      4.86000000e-01    7.16803887e-02    1.16370619e-06
997      4.88000000e-01    7.13441612e-02    1.12684561e-06
998      4.90000000e-01    7.10172535e-02    1.09259058e-06
999      4.92000000e-01    7.06993523e-02    1.06075544e-06
1000     4.94000000e-01    7.03901560e-02    1.03116880e-06
1001     4.96000000e-01    7.00893739e-02    1.00367230e-06
1002     4.98000000e-01    6.97967267e-02    9.78119657e-07
1003     5.00000000e-01    6.95119449e-02    9.54375637e-07
End of Xyce(TM) Simulation
