Index       TIME             V(Q7_3)          V(QB7_3)          V(VX7_3)           V(WL7)            V(WWLA)           V(WWLB)           V(SEL0)           V(SEL1)           V(BL3)           V(SA_IN1)          V(SAE)           V(SA_Q1)          V(SA_QB1)          V(Q7_3)           V(BL3)           V(SA_Q1)     
4463     4.46300000e-08    5.99992456e-01    5.24958232e-06    3.51059837e-06    4.93058484e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706087e-01    6.10601456e-01    0.00000000e+00    6.10600377e-01    4.99997688e-01    5.99992456e-01    5.86706087e-01    6.10600377e-01
4464     4.46400000e-08    5.99992456e-01    5.24953684e-06    3.51057561e-06    4.93058380e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706148e-01    6.10597678e-01    0.00000000e+00    6.10596604e-01    4.99997701e-01    5.99992456e-01    5.86706148e-01    6.10596604e-01
4465     4.46500000e-08    5.99992457e-01    5.24949135e-06    3.51055284e-06    4.93058276e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706210e-01    6.10593900e-01    0.00000000e+00    6.10592831e-01    4.99997714e-01    5.99992457e-01    5.86706210e-01    6.10592831e-01
4466     4.46600000e-08    5.99992458e-01    5.24944586e-06    3.51053008e-06    4.93058172e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706272e-01    6.10590121e-01    0.00000000e+00    6.10589059e-01    4.99997727e-01    5.99992458e-01    5.86706272e-01    6.10589059e-01
4467     4.46700000e-08    5.99992458e-01    5.24940037e-06    3.51050731e-06    4.93058068e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706333e-01    6.10586343e-01    0.00000000e+00    6.10585286e-01    4.99997739e-01    5.99992458e-01    5.86706333e-01    6.10585286e-01
4468     4.46800000e-08    5.99992459e-01    5.24935489e-06    3.51048455e-06    4.93057964e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706395e-01    6.10582565e-01    0.00000000e+00    6.10581513e-01    4.99997752e-01    5.99992459e-01    5.86706395e-01    6.10581513e-01
4469     4.46900000e-08    5.99992459e-01    5.24930940e-06    3.51046178e-06    4.93057859e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706456e-01    6.10578787e-01    0.00000000e+00    6.10577741e-01    4.99997765e-01    5.99992459e-01    5.86706456e-01    6.10577741e-01
4470     4.47000000e-08    5.99992460e-01    5.24926391e-06    3.51043902e-06    4.93057755e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706518e-01    6.10575009e-01    0.00000000e+00    6.10573968e-01    4.99997778e-01    5.99992460e-01    5.86706518e-01    6.10573968e-01
4471     4.47100000e-08    5.99992460e-01    5.24921843e-06    3.51041625e-06    4.93057651e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706580e-01    6.10571231e-01    0.00000000e+00    6.10570195e-01    4.99997791e-01    5.99992460e-01    5.86706580e-01    6.10570195e-01
4472     4.47200000e-08    5.99992461e-01    5.24917294e-06    3.51039349e-06    4.93057547e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706641e-01    6.10567452e-01    0.00000000e+00    6.10566423e-01    4.99997803e-01    5.99992461e-01    5.86706641e-01    6.10566423e-01
4473     4.47300000e-08    5.99992462e-01    5.24912745e-06    3.51037072e-06    4.93057443e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706703e-01    6.10563674e-01    0.00000000e+00    6.10562650e-01    4.99997816e-01    5.99992462e-01    5.86706703e-01    6.10562650e-01
4474     4.47400000e-08    5.99992462e-01    5.24908197e-06    3.51034796e-06    4.93057339e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706764e-01    6.10559896e-01    0.00000000e+00    6.10558877e-01    4.99997829e-01    5.99992462e-01    5.86706764e-01    6.10558877e-01
4475     4.47500000e-08    5.99992463e-01    5.24903648e-06    3.51032519e-06    4.93057234e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706826e-01    6.10556118e-01    0.00000000e+00    6.10555105e-01    4.99997842e-01    5.99992463e-01    5.86706826e-01    6.10555105e-01
4476     4.47600000e-08    5.99992463e-01    5.24899099e-06    3.51030243e-06    4.93057130e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706888e-01    6.10552340e-01    0.00000000e+00    6.10551332e-01    4.99997855e-01    5.99992463e-01    5.86706888e-01    6.10551332e-01
4477     4.47700000e-08    5.99992464e-01    5.24894550e-06    3.51027966e-06    4.93057026e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86706949e-01    6.10548562e-01    0.00000000e+00    6.10547559e-01    4.99997867e-01    5.99992464e-01    5.86706949e-01    6.10547559e-01
4478     4.47800000e-08    5.99992464e-01    5.24890002e-06    3.51025690e-06    4.93056922e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707011e-01    6.10544783e-01    0.00000000e+00    6.10543787e-01    4.99997880e-01    5.99992464e-01    5.86707011e-01    6.10543787e-01
4479     4.47900000e-08    5.99992465e-01    5.24885453e-06    3.51023413e-06    4.93056818e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707072e-01    6.10541005e-01    0.00000000e+00    6.10540014e-01    4.99997893e-01    5.99992465e-01    5.86707072e-01    6.10540014e-01
4480     4.48000000e-08    5.99992465e-01    5.24880904e-06    3.51021137e-06    4.93056714e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707134e-01    6.10537227e-01    0.00000000e+00    6.10536241e-01    4.99997906e-01    5.99992465e-01    5.86707134e-01    6.10536241e-01
4481     4.48100000e-08    5.99992466e-01    5.24876356e-06    3.51018861e-06    4.93056609e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707196e-01    6.10533449e-01    0.00000000e+00    6.10532469e-01    4.99997918e-01    5.99992466e-01    5.86707196e-01    6.10532469e-01
4482     4.48200000e-08    5.99992467e-01    5.24871807e-06    3.51016584e-06    4.93056505e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707257e-01    6.10529671e-01    0.00000000e+00    6.10528696e-01    4.99997931e-01    5.99992467e-01    5.86707257e-01    6.10528696e-01
4483     4.48300000e-08    5.99992467e-01    5.24867258e-06    3.51014308e-06    4.93056401e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707319e-01    6.10525893e-01    0.00000000e+00    6.10524923e-01    4.99997944e-01    5.99992467e-01    5.86707319e-01    6.10524923e-01
4484     4.48400000e-08    5.99992468e-01    5.24862710e-06    3.51012031e-06    4.93056297e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707380e-01    6.10522114e-01    0.00000000e+00    6.10521150e-01    4.99997957e-01    5.99992468e-01    5.86707380e-01    6.10521150e-01
4485     4.48500000e-08    5.99992468e-01    5.24858161e-06    3.51009755e-06    4.93056193e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707442e-01    6.10518336e-01    0.00000000e+00    6.10517378e-01    4.99997970e-01    5.99992468e-01    5.86707442e-01    6.10517378e-01
4486     4.48600000e-08    5.99992469e-01    5.24853612e-06    3.51007478e-06    4.93056089e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707504e-01    6.10514558e-01    0.00000000e+00    6.10513605e-01    4.99997982e-01    5.99992469e-01    5.86707504e-01    6.10513605e-01
4487     4.48700000e-08    5.99992469e-01    5.24849063e-06    3.51005202e-06    4.93055984e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707565e-01    6.10510780e-01    0.00000000e+00    6.10509832e-01    4.99997995e-01    5.99992469e-01    5.86707565e-01    6.10509832e-01
4488     4.48800000e-08    5.99992470e-01    5.24844515e-06    3.51002925e-06    4.93055880e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707627e-01    6.10507002e-01    0.00000000e+00    6.10506060e-01    4.99998008e-01    5.99992470e-01    5.86707627e-01    6.10506060e-01
4489     4.48900000e-08    5.99992471e-01    5.24839966e-06    3.51000649e-06    4.93055776e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707688e-01    6.10503224e-01    0.00000000e+00    6.10502287e-01    4.99998021e-01    5.99992471e-01    5.86707688e-01    6.10502287e-01
4490     4.49000000e-08    5.99992471e-01    5.24835417e-06    3.50998372e-06    4.93055672e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707750e-01    6.10499445e-01    0.00000000e+00    6.10498514e-01    4.99998034e-01    5.99992471e-01    5.86707750e-01    6.10498514e-01
4491     4.49100000e-08    5.99992472e-01    5.24830869e-06    3.50996096e-06    4.93055568e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707811e-01    6.10495667e-01    0.00000000e+00    6.10494742e-01    4.99998046e-01    5.99992472e-01    5.86707811e-01    6.10494742e-01
4492     4.49200000e-08    5.99992472e-01    5.24826320e-06    3.50993819e-06    4.93055464e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707873e-01    6.10491889e-01    0.00000000e+00    6.10490969e-01    4.99998059e-01    5.99992472e-01    5.86707873e-01    6.10490969e-01
4493     4.49300000e-08    5.99992473e-01    5.24821771e-06    3.50991543e-06    4.93055360e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707935e-01    6.10488111e-01    0.00000000e+00    6.10487196e-01    4.99998072e-01    5.99992473e-01    5.86707935e-01    6.10487196e-01
4494     4.49400000e-08    5.99992473e-01    5.24817223e-06    3.50989266e-06    4.93055255e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86707996e-01    6.10484333e-01    0.00000000e+00    6.10483424e-01    4.99998085e-01    5.99992473e-01    5.86707996e-01    6.10483424e-01
4495     4.49500000e-08    5.99992474e-01    5.24812674e-06    3.50986990e-06    4.93055151e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708058e-01    6.10480555e-01    0.00000000e+00    6.10479651e-01    4.99998097e-01    5.99992474e-01    5.86708058e-01    6.10479651e-01
4496     4.49600000e-08    5.99992475e-01    5.24808125e-06    3.50984713e-06    4.93055047e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708119e-01    6.10476776e-01    0.00000000e+00    6.10475878e-01    4.99998110e-01    5.99992475e-01    5.86708119e-01    6.10475878e-01
4497     4.49700000e-08    5.99992475e-01    5.24803576e-06    3.50982437e-06    4.93054943e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708181e-01    6.10472998e-01    0.00000000e+00    6.10472106e-01    4.99998123e-01    5.99992475e-01    5.86708181e-01    6.10472106e-01
4498     4.49800000e-08    5.99992476e-01    5.24799028e-06    3.50980160e-06    4.93054839e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708243e-01    6.10469220e-01    0.00000000e+00    6.10468333e-01    4.99998136e-01    5.99992476e-01    5.86708243e-01    6.10468333e-01
4499     4.49900000e-08    5.99992476e-01    5.24794479e-06    3.50977884e-06    4.93054735e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708304e-01    6.10465442e-01    0.00000000e+00    6.10464560e-01    4.99998149e-01    5.99992476e-01    5.86708304e-01    6.10464560e-01
4500     4.50000000e-08    5.99992477e-01    5.24789930e-06    3.50975607e-06    4.93054630e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708366e-01    6.10461664e-01    0.00000000e+00    6.10460788e-01    4.99998161e-01    5.99992477e-01    5.86708366e-01    6.10460788e-01
4501     4.50100000e-08    5.99992477e-01    5.24785382e-06    3.50973331e-06    4.93054526e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708427e-01    6.10457886e-01    0.00000000e+00    6.10457015e-01    4.99998174e-01    5.99992477e-01    5.86708427e-01    6.10457015e-01
4502     4.50200000e-08    5.99992478e-01    5.24780833e-06    3.50971054e-06    4.93054422e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708489e-01    6.10454107e-01    0.00000000e+00    6.10453242e-01    4.99998187e-01    5.99992478e-01    5.86708489e-01    6.10453242e-01
4503     4.50300000e-08    5.99992479e-01    5.24776284e-06    3.50968778e-06    4.93054318e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708551e-01    6.10450329e-01    0.00000000e+00    6.10449470e-01    4.99998200e-01    5.99992479e-01    5.86708551e-01    6.10449470e-01
4504     4.50400000e-08    5.99992479e-01    5.24771736e-06    3.50966501e-06    4.93054214e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708612e-01    6.10446551e-01    0.00000000e+00    6.10445697e-01    4.99998213e-01    5.99992479e-01    5.86708612e-01    6.10445697e-01
4505     4.50500000e-08    5.99992480e-01    5.24767187e-06    3.50964225e-06    4.93054110e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708674e-01    6.10442773e-01    0.00000000e+00    6.10441924e-01    4.99998225e-01    5.99992480e-01    5.86708674e-01    6.10441924e-01
4506     4.50600000e-08    5.99992480e-01    5.24762638e-06    3.50961948e-06    4.93054005e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708735e-01    6.10438995e-01    0.00000000e+00    6.10438151e-01    4.99998238e-01    5.99992480e-01    5.86708735e-01    6.10438151e-01
4507     4.50700000e-08    5.99992481e-01    5.24758089e-06    3.50959672e-06    4.93053901e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708797e-01    6.10435217e-01    0.00000000e+00    6.10434379e-01    4.99998251e-01    5.99992481e-01    5.86708797e-01    6.10434379e-01
4508     4.50800000e-08    5.99992481e-01    5.24753541e-06    3.50957395e-06    4.93053797e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708859e-01    6.10431438e-01    0.00000000e+00    6.10430606e-01    4.99998264e-01    5.99992481e-01    5.86708859e-01    6.10430606e-01
4509     4.50900000e-08    5.99992482e-01    5.24748992e-06    3.50955119e-06    4.93053693e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708920e-01    6.10427660e-01    0.00000000e+00    6.10426833e-01    4.99998276e-01    5.99992482e-01    5.86708920e-01    6.10426833e-01
4510     4.51000000e-08    5.99992483e-01    5.24744443e-06    3.50952842e-06    4.93053589e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86708982e-01    6.10423882e-01    0.00000000e+00    6.10423061e-01    4.99998289e-01    5.99992483e-01    5.86708982e-01    6.10423061e-01
4511     4.51100000e-08    5.99992483e-01    5.24739895e-06    3.50950566e-06    4.93053485e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709043e-01    6.10420104e-01    0.00000000e+00    6.10419288e-01    4.99998302e-01    5.99992483e-01    5.86709043e-01    6.10419288e-01
4512     4.51200000e-08    5.99992484e-01    5.24735346e-06    3.50948289e-06    4.93053381e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709105e-01    6.10416326e-01    0.00000000e+00    6.10415515e-01    4.99998315e-01    5.99992484e-01    5.86709105e-01    6.10415515e-01
4513     4.51300000e-08    5.99992484e-01    5.24730797e-06    3.50946013e-06    4.93053276e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709167e-01    6.10412548e-01    0.00000000e+00    6.10411743e-01    4.99998328e-01    5.99992484e-01    5.86709167e-01    6.10411743e-01
4514     4.51400000e-08    5.99992485e-01    5.24726248e-06    3.50943736e-06    4.93053172e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709228e-01    6.10408769e-01    0.00000000e+00    6.10407970e-01    4.99998340e-01    5.99992485e-01    5.86709228e-01    6.10407970e-01
4515     4.51500000e-08    5.99992485e-01    5.24721700e-06    3.50941460e-06    4.93053068e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709290e-01    6.10404991e-01    0.00000000e+00    6.10404197e-01    4.99998353e-01    5.99992485e-01    5.86709290e-01    6.10404197e-01
4516     4.51600000e-08    5.99992486e-01    5.24717151e-06    3.50939183e-06    4.93052964e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709351e-01    6.10401213e-01    0.00000000e+00    6.10400425e-01    4.99998366e-01    5.99992486e-01    5.86709351e-01    6.10400425e-01
4517     4.51700000e-08    5.99992487e-01    5.24712602e-06    3.50936907e-06    4.93052860e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709413e-01    6.10397435e-01    0.00000000e+00    6.10396652e-01    4.99998379e-01    5.99992487e-01    5.86709413e-01    6.10396652e-01
4518     4.51800000e-08    5.99992487e-01    5.24708054e-06    3.50934630e-06    4.93052756e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709475e-01    6.10393657e-01    0.00000000e+00    6.10392879e-01    4.99998392e-01    5.99992487e-01    5.86709475e-01    6.10392879e-01
4519     4.51900000e-08    5.99992488e-01    5.24703505e-06    3.50932354e-06    4.93052651e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709536e-01    6.10389879e-01    0.00000000e+00    6.10389107e-01    4.99998404e-01    5.99992488e-01    5.86709536e-01    6.10389107e-01
4520     4.52000000e-08    5.99992488e-01    5.24698956e-06    3.50930077e-06    4.93052547e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709598e-01    6.10386100e-01    0.00000000e+00    6.10385334e-01    4.99998417e-01    5.99992488e-01    5.86709598e-01    6.10385334e-01
4521     4.52100000e-08    5.99992489e-01    5.24694408e-06    3.50927801e-06    4.93052443e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709659e-01    6.10382322e-01    0.00000000e+00    6.10381561e-01    4.99998430e-01    5.99992489e-01    5.86709659e-01    6.10381561e-01
4522     4.52200000e-08    5.99992489e-01    5.24689859e-06    3.50925525e-06    4.93052339e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709721e-01    6.10378544e-01    0.00000000e+00    6.10377789e-01    4.99998443e-01    5.99992489e-01    5.86709721e-01    6.10377789e-01
4523     4.52300000e-08    5.99992490e-01    5.24685310e-06    3.50923248e-06    4.93052235e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709783e-01    6.10374766e-01    0.00000000e+00    6.10374016e-01    4.99998455e-01    5.99992490e-01    5.86709783e-01    6.10374016e-01
4524     4.52400000e-08    5.99992491e-01    5.24680761e-06    3.50920972e-06    4.93052131e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709844e-01    6.10370988e-01    0.00000000e+00    6.10370243e-01    4.99998468e-01    5.99992491e-01    5.86709844e-01    6.10370243e-01
4525     4.52500000e-08    5.99992491e-01    5.24676213e-06    3.50918695e-06    4.93052026e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709906e-01    6.10367210e-01    0.00000000e+00    6.10366471e-01    4.99998481e-01    5.99992491e-01    5.86709906e-01    6.10366471e-01
4526     4.52600000e-08    5.99992492e-01    5.24671664e-06    3.50916419e-06    4.93051922e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86709967e-01    6.10363431e-01    0.00000000e+00    6.10362698e-01    4.99998494e-01    5.99992492e-01    5.86709967e-01    6.10362698e-01
4527     4.52700000e-08    5.99992492e-01    5.24667115e-06    3.50914142e-06    4.93051818e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710029e-01    6.10359653e-01    0.00000000e+00    6.10358925e-01    4.99998507e-01    5.99992492e-01    5.86710029e-01    6.10358925e-01
4528     4.52800000e-08    5.99992493e-01    5.24662567e-06    3.50911866e-06    4.93051714e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710091e-01    6.10355875e-01    0.00000000e+00    6.10355153e-01    4.99998519e-01    5.99992493e-01    5.86710091e-01    6.10355153e-01
4529     4.52900000e-08    5.99992493e-01    5.24658018e-06    3.50909589e-06    4.93051610e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710152e-01    6.10352097e-01    0.00000000e+00    6.10351380e-01    4.99998532e-01    5.99992493e-01    5.86710152e-01    6.10351380e-01
4530     4.53000000e-08    5.99992494e-01    5.24653469e-06    3.50907313e-06    4.93051506e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710214e-01    6.10348319e-01    0.00000000e+00    6.10347607e-01    4.99998545e-01    5.99992494e-01    5.86710214e-01    6.10347607e-01
4531     4.53100000e-08    5.99992494e-01    5.24648921e-06    3.50905036e-06    4.93051401e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710275e-01    6.10344541e-01    0.00000000e+00    6.10343834e-01    4.99998558e-01    5.99992494e-01    5.86710275e-01    6.10343834e-01
4532     4.53200000e-08    5.99992495e-01    5.24644372e-06    3.50902760e-06    4.93051297e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710337e-01    6.10340762e-01    0.00000000e+00    6.10340062e-01    4.99998571e-01    5.99992495e-01    5.86710337e-01    6.10340062e-01
4533     4.53300000e-08    5.99992496e-01    5.24639823e-06    3.50900483e-06    4.93051193e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710399e-01    6.10336984e-01    0.00000000e+00    6.10336289e-01    4.99998583e-01    5.99992496e-01    5.86710399e-01    6.10336289e-01
4534     4.53400000e-08    5.99992496e-01    5.24635274e-06    3.50898207e-06    4.93051089e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710460e-01    6.10333206e-01    0.00000000e+00    6.10332516e-01    4.99998596e-01    5.99992496e-01    5.86710460e-01    6.10332516e-01
4535     4.53500000e-08    5.99992497e-01    5.24630726e-06    3.50895930e-06    4.93050985e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710522e-01    6.10329428e-01    0.00000000e+00    6.10328744e-01    4.99998609e-01    5.99992497e-01    5.86710522e-01    6.10328744e-01
4536     4.53600000e-08    5.99992497e-01    5.24626177e-06    3.50893654e-06    4.93050881e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710583e-01    6.10325650e-01    0.00000000e+00    6.10324971e-01    4.99998622e-01    5.99992497e-01    5.86710583e-01    6.10324971e-01
4537     4.53700000e-08    5.99992498e-01    5.24621628e-06    3.50891377e-06    4.93050777e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710645e-01    6.10321872e-01    0.00000000e+00    6.10321198e-01    4.99998634e-01    5.99992498e-01    5.86710645e-01    6.10321198e-01
4538     4.53800000e-08    5.99992498e-01    5.24617080e-06    3.50889101e-06    4.93050672e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710707e-01    6.10318093e-01    0.00000000e+00    6.10317426e-01    4.99998647e-01    5.99992498e-01    5.86710707e-01    6.10317426e-01
4539     4.53900000e-08    5.99992499e-01    5.24612531e-06    3.50886824e-06    4.93050568e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710768e-01    6.10314315e-01    0.00000000e+00    6.10313653e-01    4.99998660e-01    5.99992499e-01    5.86710768e-01    6.10313653e-01
4540     4.54000000e-08    5.99992500e-01    5.24607982e-06    3.50884548e-06    4.93050464e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710830e-01    6.10310537e-01    0.00000000e+00    6.10309880e-01    4.99998673e-01    5.99992500e-01    5.86710830e-01    6.10309880e-01
4541     4.54100000e-08    5.99992500e-01    5.24603434e-06    3.50882271e-06    4.93050360e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710891e-01    6.10306759e-01    0.00000000e+00    6.10306108e-01    4.99998686e-01    5.99992500e-01    5.86710891e-01    6.10306108e-01
4542     4.54200000e-08    5.99992501e-01    5.24598885e-06    3.50879995e-06    4.93050256e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86710953e-01    6.10302981e-01    0.00000000e+00    6.10302335e-01    4.99998698e-01    5.99992501e-01    5.86710953e-01    6.10302335e-01
4543     4.54300000e-08    5.99992501e-01    5.24594336e-06    3.50877718e-06    4.93050152e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711015e-01    6.10299203e-01    0.00000000e+00    6.10298562e-01    4.99998711e-01    5.99992501e-01    5.86711015e-01    6.10298562e-01
4544     4.54400000e-08    5.99992502e-01    5.24589787e-06    3.50875442e-06    4.93050047e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711076e-01    6.10295424e-01    0.00000000e+00    6.10294790e-01    4.99998724e-01    5.99992502e-01    5.86711076e-01    6.10294790e-01
4545     4.54500000e-08    5.99992502e-01    5.24585239e-06    3.50873165e-06    4.93049943e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711138e-01    6.10291646e-01    0.00000000e+00    6.10291017e-01    4.99998737e-01    5.99992502e-01    5.86711138e-01    6.10291017e-01
4546     4.54600000e-08    5.99992503e-01    5.24580690e-06    3.50870889e-06    4.93049839e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711199e-01    6.10287868e-01    0.00000000e+00    6.10287244e-01    4.99998750e-01    5.99992503e-01    5.86711199e-01    6.10287244e-01
4547     4.54700000e-08    5.99992504e-01    5.24576141e-06    3.50868612e-06    4.93049735e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711261e-01    6.10284090e-01    0.00000000e+00    6.10283472e-01    4.99998762e-01    5.99992504e-01    5.86711261e-01    6.10283472e-01
4548     4.54800000e-08    5.99992504e-01    5.24571593e-06    3.50866336e-06    4.93049631e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711323e-01    6.10280312e-01    0.00000000e+00    6.10279699e-01    4.99998775e-01    5.99992504e-01    5.86711323e-01    6.10279699e-01
4549     4.54900000e-08    5.99992505e-01    5.24567044e-06    3.50864059e-06    4.93049527e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711384e-01    6.10276534e-01    0.00000000e+00    6.10275926e-01    4.99998788e-01    5.99992505e-01    5.86711384e-01    6.10275926e-01
4550     4.55000000e-08    5.99992505e-01    5.24562495e-06    3.50861783e-06    4.93049422e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86711446e-01    6.10272755e-01    0.00000000e+00    6.10272154e-01    4.99998801e-01    5.99992505e-01    5.86711446e-01    6.10272154e-01
